,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,false_positives,false_negatives,mismatch_errrors,cost_penalty,approx_kl
0,0.23111951198556577,0.1825758226651774,0.15362144514133516,0.21195979035999657,0.2207234298479251,2739.0,30988.0,19568.0,2877.3996454775333,0.0023560968693345785
1,0.2311670401654887,0.18669194966385105,0.15118083089122564,0.20979141527322875,0.22116876400620583,2711.0,30995.0,19295.0,2852.6064099371433,0.0008156375261023641
2,0.23664258317723663,0.18615645348318616,0.14806886094014807,0.2181785746142182,0.21095352778521095,2736.0,31410.0,20447.0,2747.1116974651814,-0.0005083666765131056
3,0.22358537806710066,0.19512602236688367,0.14872308462694042,0.22400267067267568,0.2085628442663996,2822.0,30723.0,18714.0,2943.0027254521847,-0.001546346116811037
4,0.21980696600923205,0.1965589592950063,0.14259336970205624,0.21275702895509863,0.2282836760386068,2850.0,30813.0,19000.0,2932.967963427305,-0.0028057731688022614
5,0.22239070002527167,0.18389352202847276,0.1459860163423469,0.22399123915424143,0.22373852244966724,2778.0,30797.0,18994.0,2900.574339091778,-0.003925241995602846
6,0.22044293015332198,0.18526405451448041,0.14565587734241908,0.22419080068143102,0.22444633730834754,2687.0,30828.0,19248.0,2886.2500697374344,-0.005205294582992792
7,0.22339978131045504,0.18428799730843637,0.1455967701236437,0.23021280174951636,0.21650264950794854,2740.0,30737.0,18616.0,2908.386469602585,-0.007409207988530397
8,0.2083910386965377,0.1825661914460285,0.14778004073319756,0.2324236252545825,0.22883910386965378,2909.0,30523.0,18540.0,3016.9744176864624,-0.00790458545088768
9,0.21103550053291792,0.19160449290809214,0.14659342461260966,0.22407149299007953,0.22669508895630072,2827.0,30512.0,18549.0,3001.0430948138237,-0.009458780288696289
10,0.21426768738958527,0.1796079750988475,0.14377050559434676,0.22528812988979557,0.2370657020274249,2763.0,30754.0,18899.0,2958.5096696913242,-0.011327248997986317
11,0.2068630624797669,0.18541599223049532,0.147539656846876,0.22224020718679185,0.23794108125606991,2908.0,30438.0,18277.0,3042.2646269202232,-0.013327814638614655
12,0.19736739621465846,0.19269413505724745,0.15008957083885038,0.22369343406807385,0.23615546382116986,3050.0,30098.0,17364.0,3126.0552175343037,-0.014424885623157024
13,0.19599937974879827,0.19095983873468755,0.1503333850209335,0.21716545200806325,0.24554194448751746,3077.0,30067.0,17381.0,3154.6808047294617,-0.016830401495099068
14,0.19788603671620442,0.19279980926647064,0.14614956687594374,0.2132241913693078,0.24994039577207344,2844.0,30141.0,17630.0,3115.449253767729,-0.01874767616391182
15,0.1996287415886766,0.1858612421687679,0.14432670740196457,0.21463376904632997,0.255549539794261,3108.0,30063.0,17103.0,3156.216452151537,-0.021877078339457512
16,0.1945772274900086,0.18250920774233995,0.14512969203040513,0.21651908157667896,0.26126479116056733,2920.0,30037.0,17637.0,3119.642116010189,-0.02209535986185074
17,0.1905564924114671,0.17936532270427719,0.15016096887935,0.21416526138279932,0.2657519546221064,3035.0,29874.0,17102.0,3184.6447645425797,-0.024519024416804314
18,0.1908344733242134,0.18908648730810154,0.14553883568931447,0.20177838577291382,0.2727618179054568,3067.0,29794.0,16904.0,3226.7965229153633,-0.028372598811984062
19,0.18494558185554455,0.1933176040794581,0.14331379861481086,0.20382068650582236,0.2746023289443641,3104.0,29848.0,16950.0,3209.010594457388,-0.02892797812819481
20,0.1778365667254556,0.19201940035273368,0.13727219282774838,0.20451205173427395,0.28835978835978837,3244.0,29518.0,16353.0,3364.5540047585964,-0.0325617641210556
21,0.16938760434365074,0.18519612912757627,0.1355544064416045,0.21666543547314768,0.29319642461402085,3083.0,29425.0,16302.0,3330.3056719601154,-0.03309479355812073
22,0.16679904686258937,0.18586179507545672,0.12961224637157917,0.20932919344356993,0.30839771824680484,3206.0,29237.0,16168.0,3432.6183874607086,-0.03424356132745743
23,0.16282339707536558,0.17681383577052867,0.13217097862767155,0.20099831271091115,0.32719347581552305,3302.0,28962.0,15386.0,3503.187800437212,-0.03647675737738609
24,0.1551493848857645,0.1839718804920914,0.12885764499121266,0.19845342706502636,0.3335676625659051,3378.0,29034.0,15596.0,3471.177693426609,-0.03782110661268234
25,0.14665426274171042,0.17104126520034554,0.12811482490530932,0.19748820519635857,0.3567014419562762,3505.0,28335.0,14342.0,3737.5867068767548,-0.0389154851436615
26,0.14427034922321072,0.17295179922984996,0.12116584782897358,0.18808923117779844,0.3735227725401673,3510.0,28331.0,14348.0,3780.249533832073,-0.0410425141453743
27,0.13878743608473337,0.1777674480377183,0.12364698851185338,0.18341191314164287,0.37638621422405205,3568.0,28386.0,14270.0,3745.874190568924,-0.04184237867593765
28,0.12773331652908185,0.17600352889280987,0.11449996849202848,0.18047766084819458,0.4012855252378852,3736.0,27738.0,13593.0,3976.8241499066353,-0.043185461312532425
29,0.12576026355803346,0.17017232640648758,0.11201216421692854,0.17302331474911303,0.4190319310694374,3567.0,27660.0,13628.0,3941.978082239628,-0.04608917981386185
30,0.11988795518207283,0.16458138811079986,0.11192032368502956,0.17217553688141923,0.4314347961406785,3672.0,27485.0,13060.0,4052.853492885828,-0.04650619626045227
31,0.1173980703392468,0.16520385932150639,0.10582010582010581,0.16451914098972922,0.4470588235294118,3670.0,27478.0,13212.0,4056.037600964308,-0.04694490134716034
32,0.10950413223140495,0.15963782207097715,0.10792416140009722,0.16668692270296548,0.4562469615945552,3768.0,27187.0,12898.0,4146.372950941324,-0.04683683067560196
33,0.10160027630670043,0.1555376467879346,0.10142758461892701,0.15565277457978355,0.4857817177066544,4038.0,26541.0,12035.0,4427.742941170931,-0.048618871718645096
34,0.09693062528525788,0.15495207667731628,0.09738703788224555,0.14907576449109997,0.5016544956640804,3930.0,26278.0,11534.0,4473.483720004559,-0.05024435371160507
35,0.09431909288741266,0.14654678730958653,0.0987286679647234,0.14459970221051427,0.5158057496277632,4071.0,26484.0,11780.0,4446.626163005829,-0.050421372056007385
36,0.089313485892024,0.14285714285714285,0.0936458564763386,0.1411353032659409,0.5330482115085536,4275.0,26141.0,11550.0,4604.322083294392,-0.05099315941333771
37,0.08386568386568387,0.13551733551733552,0.09003549003549004,0.13841113841113842,0.5521703521703522,4227.0,25784.0,10658.0,4715.398358434439,-0.05091911181807518
38,0.08182263596276335,0.13691545538679298,0.08672219500244978,0.1340845990527519,0.560455114595242,4298.0,25810.0,10915.0,4719.207560479641,-0.0496881939470768
39,0.079815973893971,0.13079762477932916,0.08671695287005832,0.1308511207403841,0.5718183277162574,4232.0,25416.0,10510.0,4826.270476847887,-0.052210163325071335
40,0.07603964549792858,0.12124390371807646,0.08422046253080917,0.12795636897582463,0.5905396192773612,4414.0,25222.0,10171.0,4940.047968894243,-0.05221553146839142
41,0.07469290027066416,0.12544243181344994,0.0816677076826983,0.12575473662294398,0.5924422236102436,4372.0,25040.0,10265.0,5020.631166964769,-0.05278773978352547
42,0.0736516129032258,0.12185806451612903,0.07690322580645162,0.12841290322580645,0.5991741935483871,4432.0,24930.0,9814.0,5077.125752478838,-0.051239363849163055
43,0.06868275357777082,0.11851039381594067,0.07750966259270865,0.12409902851770604,0.6111981614958738,4371.0,25101.0,10156.0,5064.7375692129135,-0.05088239535689354
44,0.06653896562153443,0.11362032462949895,0.07853614275632624,0.11977013811876197,0.6215344288738784,4564.0,24605.0,9606.0,5233.1259707808495,-0.049884676933288574
45,0.06495338876291257,0.10964978584026203,0.07377173091458805,0.12582514487276392,0.6257999496094734,4478.0,24511.0,9564.0,5218.234240293503,-0.049784619361162186
46,0.06038506417736289,0.11012252042007001,0.07176196032672112,0.11634577985219759,0.6413846752236484,4688.0,23991.0,9020.0,5460.342658638954,-0.05082278326153755
47,0.06046625766871166,0.10836809815950921,0.07298159509202454,0.11965644171779141,0.6385276073619632,4685.0,24176.0,9395.0,5449.047105759382,-0.05041712895035744
48,0.0643871225754849,0.10832833433313337,0.0698360327934413,0.11592681463707259,0.6415216956608678,4610.0,24479.0,9621.0,5283.906192749739,-0.05316561087965965
49,0.05940545085818865,0.11228174308750062,0.071029331750507,0.11668397882969778,0.640599495474106,4589.0,24242.0,9453.0,5391.026728361845,-0.05089487507939339
50,0.060678049987626825,0.10289532293986638,0.07032912645384806,0.118634001484781,0.6474634991338778,4645.0,24311.0,9392.0,5375.602477222681,-0.053488343954086304
51,0.056904727690760167,0.10470853091919337,0.07362168893998179,0.11385735498395363,0.650907697466111,4895.0,23898.0,8979.0,5572.266793787479,-0.05216524377465248
52,0.05354675813443857,0.10252012767376495,0.06950597875279882,0.11500166738125864,0.659425468057739,4891.0,23772.0,8661.0,5566.710476964712,-0.05112508684396744
53,0.05561613958560523,0.1011331847707553,0.07116779669053151,0.11184865582475938,0.6602342231283486,4837.0,23614.0,8750.0,5686.817472785711,-0.05227583274245262
54,0.05481016271767057,0.10234085069940052,0.06903606432581597,0.11471119992387477,0.6591017223332382,4879.0,23736.0,8662.0,5658.923731893301,-0.052595529705286026
55,0.05553692079160477,0.10340696727203029,0.07000814605395562,0.10992381043653265,0.6611241554458767,4727.0,23730.0,8683.0,5631.900941818953,-0.05118861049413681
